cell_line	C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F	C1C2CC3CC1CC(C2)(C3)C4=C(C=CC(=C4)C5=CC6=C(C=C5)C=C(C=C6)C(=O)O)O	C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F	CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O	C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O	N.N.[Cl-].[Cl-].[Pt+2]
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.4801372334010122	0.1823802221147115	0.6639169398415286		0.7374060712936183	
FLO1_OESOPHAGUS	0.57480634625402		0.9467667425460508	0.7246097725832277		0.790655458880233
FTC133_THYROID	0.3253219358010469	0.4513731811388473	0.8743187777270575	0.4149722316209931	0.2999434194292432	0.5440005891626305
FTC238_THYROID	0.0986098533288887	0.1698244003800232	0.7048167323353034		0.1526563553023414	
FU97_STOMACH	0.8397508885276327	0.9126934804554498	0.7946770226711636	0.6779468145548889	0.843671058411141	0.8636903327901249
G292CLONEA141B1_BONE	0.8617297874323787	0.3160304683382479	0.8208980875773285	0.8975037962437672	0.75637585079065	0.7501120950653517
G361_SKIN	0.4078368346356775	0.5869879622094529	0.8736679065128866	0.8017569010961436	0.3048403031597072	0.7907071761156175
G401_SOFT_TISSUE	0.3017528687478107	0.1823561709740159	0.6729374576015734	0.4685039334359818	0.2800495845470797	0.5786072724168105
G402_SOFT_TISSUE	0.2987163890238025	0.2563190078282562	0.708497633885966	0.5500980918790466	0.3824589132525383	0.5153967972869966
GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2484026099570105	0.0693248126295646	0.6869817254672629	0.5247607880480306	0.1061982046097981	0.5293319619898533
GAK_SKIN	0.5412949565631762		1.022187389437102	0.7610539832634772	0.615273787560672	0.951930477845389
GAMG_CENTRAL_NERVOUS_SYSTEM	0.4378092815747854	0.6540247705611028	0.893400498648064	0.6546758419905848	0.5596437681974596	0.909705890608884
GB1_CENTRAL_NERVOUS_SYSTEM	0.3117818133130752	0.3472602492374534	0.7013399837912889	0.4750459071693955	0.4145178422688402	0.4179070654137234
GCT_SOFT_TISSUE	0.3048576872121435	0.2461721471449151	0.7517022634038731	0.5305063667689474	0.3453339889025144	0.635657521735604
GI1_CENTRAL_NERVOUS_SYSTEM	0.3764145093581461	0.2002719386252023	0.8362037419657464	0.4189372100959797	0.340489853474606	0.4532424681175983
GIMEN_AUTONOMIC_GANGLIA	0.7090753481167007		0.8792740694583981	0.8520730368760617	0.5407404887450397	0.7718678664342513
GMEL_SKIN	0.5497357432322039		0.794184474504145	0.4891048179441224	0.531906135216305	0.4199269707216854
GMS10_CENTRAL_NERVOUS_SYSTEM	0.782954207467291	0.5169055181149961	0.977877889786946	0.25283212309964	0.7148933547271494	0.7639070160953675
GOS3_CENTRAL_NERVOUS_SYSTEM	0.4465927220521834	0.4684575135147149	0.8018891071732152		0.5704150865348007	
GOTO_AUTONOMIC_GANGLIA	0.4936699631809088		0.8337588463188303	0.5201547469259161	0.5567069166325439	0.5304092518263825
GP2D_LARGE_INTESTINE	0.3441836627692892	0.1571216431340635	0.6496014944979775		0.4424507944172571	
GSS_STOMACH	0.1283354374374981	0.099342599374576	0.3755240692220766		0.0972799290978222	
H2369_PLEURA	0.5821694755525323		0.8814455189264507	0.9502766993403194	0.4190426701561782	0.8139242355876843
H290_PLEURA	0.1812530780569483		0.8446400472284423		0.3564774147777316	0.6056667061005043
H3118_UPPER_AERODIGESTIVE_TRACT	0.2243479878492965		0.94828354970719	0.6106617721778523	0.1171145120008815	0.7056510164347335
H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0924808538788425		0.8563462783627362	0.1690419817435974	0.32084965383044	0.5047564022782739
HA7RCC_KIDNEY	0.1240548148184255		0.93980577417378	0.600386452273509	0.5895918793288524	0.6125804618002337
HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0316317105068792		0.8837986990574529	0.1440458969484943	0.2531195330711514	0.4968731357101373
HARA_LUNG	0.385657625739336	0.176393465920711	0.8844185854823681	0.565062765124587	0.4988457717242255	0.80248724576175
HCC1171_LUNG	0.7787120618806632	0.8099978595914196	0.7665741110566652		0.7384373225749077	
HCC1187_BREAST	1.0764251459808791		0.8906131064164008	1.2212111535988153	0.8431423684226261	0.9008644911595224
HCC1359_LUNG	0.4987801091643017	0.2205336377027573	0.982026893555293		0.752118349707833	
HCC1395_BREAST	0.8674696749241351	0.6141529207340449	0.7600581186298614	0.6420975448581311	0.7050078204709407	0.7746965761111069
HCC1428_BREAST	0.975996110605878	0.7372864425048198	0.906468577984606	0.9697663444775632	0.9121678162596164	0.993441405973628
HCC1438_LUNG	0.1162563274644686	0.0901739277383922	0.7291319554586638		0.3233380572046141	
HCC1500_BREAST	0.7082421088921117	0.5642692431396609	0.8343964098563426	0.8388351481229014	0.7957801909504858	0.9775758273266726
HCC1569_BREAST	0.6262012678625496		1.0474036817151955	1.001111149214141	0.4171952165439289	0.9711826127027564
HCC1599_BREAST	0.2951556580888988		0.9061402324803816	0.503288198571253	0.069172834675564	0.7536860473009718
HCC15_LUNG	0.3691613737705271	0.2523766296168083	0.7717861512440086	0.7773395188348955	0.3995987117856845	0.8873613235077542
HCC1806_BREAST	0.1670381837924515	0.2472973153914962	0.8746585120061736	0.5499712224673057	0.5269463403099186	0.7045120093039147
HCC1833_LUNG	0.6667170056448797	0.4466903674041854	0.8252283732811341		0.6627409653676639	
HCC1937_BREAST	0.9273884366219792	0.7162558573023907	0.9189067938472189	0.8960113388591923	0.7080971872771911	0.9026447319186878
HCC1954_BREAST	0.789902833001919	0.4414546208379401	0.9107609440266892	0.985724032212354	0.4436776988967705	0.9332616754406226
HCC202_BREAST	0.8606853477404517	0.7117930651317581	0.8367497372395196		0.9506639958227288	0.943540034168998
HCC2157_BREAST	0.799488323000569		0.90537346212806	0.7521662392746427	0.5987975375003469	0.8759753163407888
HCC2218_BREAST	0.8014182773311035	0.5200561012624699	0.5914547978523748	1.0509375702334616	0.7729063360190165	0.9522355687441836
HCC2279_LUNG	0.4035926770508197	0.8321355666179601	0.6396330274908248		0.690218074090847	
HCC2935_LUNG	0.7696505714840529	0.5987785391948347	0.8378746030261712		0.7388396023724633	
HCC2998_LARGE_INTESTINE	0.3980856490165074		0.9225049455605874	0.8286378026177148	0.1870210740595494	0.8099601263572286
HCC33_LUNG	0.58135767622494	0.2624154975129794	0.8431846139440938		0.8386861556447128	
HCC38_BREAST	0.2826273136791052	0.3170537866202935	0.9858937939367676	0.6564310602765876	0.3505082846794843	0.9178919324893544
HCC4006_LUNG	0.9102276341540186	0.667886621425093	0.7197313838430636		0.7834423547892424	
HCC44_LUNG	0.289242155492996	0.147144645253366	0.7016456749247749	0.6848547033029403	0.2762570595806898	0.5602289652156981
HCC56_LARGE_INTESTINE	0.6238701700051517	0.5874667674135642			0.7677442203581967	
HCC70_BREAST	0.8091797024063685		0.936218840579762	0.9393224082473371	0.9272905896583754	0.7325303845031934
HCC78_LUNG	0.121145765735804	0.2029124205700394	0.8727601411987055	0.1843853205353522	0.345162698207551	0.8410345184240666
HCC95_LUNG	0.8053551950059094	0.3967805961798865	0.7873336733435337		0.6486130059708978	
HCE4_OESOPHAGUS	0.0395783869635102		0.9199546958659528		0.1258098032242688	0.6734684484684181
HCT116_LARGE_INTESTINE	0.3326865560504576	0.2876978576775577	0.8604705411383178	0.5357612664519544	0.5529414689842906	0.7791528116533859
HCT15_LARGE_INTESTINE	0.5320772383845314	0.2432088488740978	0.9966378268978732	0.5569299207431423	0.4779168077851763	0.8792522973818622
HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.4570932542864376	0.3857710735100478	0.9412015586132376	0.5886907855467247	0.4450431237723672	0.8156850058390512
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.3324030746245631	0.1895602147909039	0.7247700740508082	0.8716280027161748	0.436268934229036	0.8691017051765115
HDQP1_BREAST	0.7225140288809863	0.5137337483006251	0.9249469108998976	0.7874468484454128	0.6880608459036051	0.9399486085239406
HEC108_ENDOMETRIUM	0.7049546879905803	0.2508262186702887	0.858992807440642		0.809585931924057	
HEC151_ENDOMETRIUM	0.8030623315981824	0.2171964512716231	0.6150464687850735		0.5529134962518613	
HEC1B_ENDOMETRIUM	0.7718406759295736	0.5309434493219031	0.8099247177415322		0.8014743659983842	
HEC1_ENDOMETRIUM	0.5311718668995253		0.8424536229235092	0.954463545932073	0.2641498449679317	0.8014541108195539
HEC251_ENDOMETRIUM	0.7305948217445237	0.4053933960916919	0.8117143428642779		0.523425196131024	
HEC265_ENDOMETRIUM	0.3032500126254859	0.3191016798646355	0.7804023309654027		0.6249276253842082	
HEC59_ENDOMETRIUM	0.7065729139654988	0.4500207361272519	0.912056348645881		0.5650030928361426	
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0324183524500742	0.0844828566459033	0.6938616196819238		0.0779093837882163	
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0319272967569514	0.0420385606898199	0.7846768029000828	0.2303006209571048	0.2415395308754476	0.2348410616889911
HEMCSS_BONE	0.5518771901409527		0.9133698467205013	0.6275028029907973	0.6912307860666103	0.7409599407603273
HEP3B217_LIVER	0.5414736512803611	0.52056607223458	0.9612559685006818	0.803655647175568	0.4569180861945985	0.7266126612703172
HEPG2_LIVER	0.7737923172944511	0.8491633175138775	0.9438397869126806		0.8080388051042522	
HEYA8_OVARY	0.1355969542463347	0.2116892469439957	0.7357842067436848		0.5282546212133659	
HEY_OVARY	0.2350967604484787		0.7807158544342894	0.5280888656341217		0.8376496948969414
HGC27_STOMACH	0.3162071185609129	0.1087029045458108	0.5380083138162278	0.7298708401175219	0.1331380017314156	0.7340484569242268
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.7489367346268535		0.9720485430142924	1.1650403217782856	0.3767787769064495	0.8928748689211337
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0845070377504173	0.1382654717788309	0.9189192182800922	0.2075884332683521	0.1565555910175455	0.5452712812914553
HLE_LIVER	0.2520572232460874		0.9023811299096884	0.3725483384435695	0.1050616974827691	0.666586139596929
HMC18_BREAST	0.4103241283069185	0.3082929876270217	0.6551865202622746		0.4382704328775812	
HMCB_SKIN	0.6887102192490682	0.1973798426570512	0.751694085155888		0.3919815405758891	
HMVII_SKIN	0.5017345564103541		0.9248454773542608	0.6988362404051824	0.3670972076448552	0.7460406155866868
HN_UPPER_AERODIGESTIVE_TRACT	0.2556634595454525		0.9339232493344546		0.5880539421809986	0.6215233922050215
HO1N1_UPPER_AERODIGESTIVE_TRACT	0.1260571608679733		0.9021128987083242	0.3261229672352903	0.336254121798075	0.754247856201989
HO1U1_UPPER_AERODIGESTIVE_TRACT	0.4754414556626161		0.8515098685558267	0.5680831116304037	0.26068556759806	0.8856008306207609
HOP62_LUNG	0.3542123722755319	0.351784485890121	0.7581850720735835	0.5973230482748588	0.2716520877372507	0.6605159230461797
HOP92_LUNG	0.6188629786353639	0.3636935371051571	0.8622416356611328	0.725073738772512	0.4860673783228639	0.5882924381890458
HOS_BONE	0.3369321722500331	0.3409709732261416	0.85192664508684	0.5520239594552453	0.2489162740211171	0.6040207587034312
HPAC_PANCREAS	0.6549757903871473	0.5698271240710013	0.9125063300926244	0.8765145507861681	0.5542870609295025	0.8910056924396177
HPAFII_PANCREAS	0.6261688199056574	0.8586742773169472	0.91713056998277	0.8216275699521571	0.7035306301694075	0.8539103561481516
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2898701419739992		0.6506877873002856		0.1522269248269768	
HS294T_SKIN	0.3155149512106427	0.2248645378646392	0.8217516293822149		0.4351226460884155	
HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0731980718457385		0.9499075346872824	0.313639353328085	0.1662711181050927	0.281663252706761
HS578T_BREAST	0.8116101398773145	0.4164257899559176	0.8953312213070258	0.8936714022010991	1.042530190435359	0.8054968110312797
HS688AT_FIBROBLAST	0.9216247068092972	0.9045771912137928	0.955763765746306		0.753518472317364	
HS729_SOFT_TISSUE	0.3390648307524471	0.4353977081932785	0.7241353292265436		0.3704307619805465	
HS746T_STOMACH	0.7227003192778768	0.5380402207912706	0.7771421288282426	0.8120322049356572	0.7987884190442579	0.8635374140233767
HS766T_PANCREAS	0.8003762427856357	0.588816488868588	0.8397780088671155	0.9026672324124172	0.884910415063856	0.9169553155023716
HS822T_FIBROBLAST	1.000643277069002	1.0263029584663328	0.894197252250901		0.9785686253934942	
HS839T_FIBROBLAST	0.9450032970696084	0.8802366725188762	0.9175541359574122		0.9657340182591322	
HS852T_SKIN	0.7211168089403477	0.5450459090954974	0.6900060948168558		0.591115097765597	
HS888T_FIBROBLAST	0.5272075926543229	0.7498511384122231	0.8261678330349911		0.787198178444052	
HS895T_FIBROBLAST	0.8327723343131612	0.8828741161959898	0.8252635139054172		0.9586608659408824	
HS934T_FIBROBLAST	0.8300178747840845	0.8375041674769014	0.7148283366834338		0.7260559159317036	
HS936T_SKIN	0.5850808668824903	0.4402801615329076	0.9427493204915666		0.5822982013018972	
HS940T_FIBROBLAST	0.5841948275245719	0.9680914785304428	0.8611039293760131		0.5997530448873852	0.5172286316639444
HSC2_UPPER_AERODIGESTIVE_TRACT	0.1679277653894314	0.2164075213931851	0.8528860705097219	0.2312615726154836	0.3321122003903244	0.7320494407621156
HSC3_UPPER_AERODIGESTIVE_TRACT	0.1637076588426574	0.2594616921034063	0.7894077337211541	0.3311977944882326	0.3678035730220056	0.5685883366728642
HT1080_SOFT_TISSUE	0.3643144007181471	0.3567511827267589	0.7081799119231356	0.8169725265084573	0.2775776252299086	0.8272693796594528
HT1197_URINARY_TRACT	0.7335660173673658	0.4894520274927092	0.8567125986144922	0.7766072107546662	0.6183130092577389	0.8108711974205283
HT1376_URINARY_TRACT	0.8850661858693458	0.363514871160453	1.0027195307839678	0.9805225794537352	0.7617582620763947	0.9352996231914126
HT144_SKIN	0.5947004475515608	0.4307294915524515	0.96215115296978	0.7552977251263514	0.5170237863264338	0.769599992363238
HT29_LARGE_INTESTINE	0.733790952386415	0.8362851365396071	0.961373909254632	0.6368079914214125	0.7924805276197303	1.0305154739647968
HT3_CERVIX	0.2507965950174841		0.9837659387375588	0.3632487436153816	0.2520604917856721	0.7134897788523529
HT55_LARGE_INTESTINE	0.6590536953443996	0.3449223830253721	0.963369794414248	0.8572627481784931	0.6440462947091458	0.93298864530437
HTCC3_THYROID	0.6509822437311417		0.9593206872514854	0.7695421733388849	0.7127075530909317	0.6762137159859792
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.3865651166199	0.1179411651614134	0.8885451775153839		0.5077686456541551	0.8716771635724412
HUCCT1_BILIARY_TRACT	0.4476994691905973	0.276427872450262	0.8725002745813483	0.7209233225121158	0.4050024811230808	0.8692509486556116
HUG1N_STOMACH	0.6304430256977486	0.7625095675291268	0.8302455553666611		0.7540529484119869	
HUH1_LIVER	0.5139530615579341	0.4217049736372779	0.8928777377957067	0.7717392064900722	0.7469818767577548	0.7938483484934646
HUH28_BILIARY_TRACT	0.83614350644656	0.7351625932695888	0.7431021233970353		0.9040500440727822	
HUH6_LIVER		0.5546279703204086	0.5847769276411625		0.7429478694702766	
HUH7_LIVER	0.6870239333033915		0.8803189741929698	1.0088912868274802	0.3734268834672597	0.7763104724455844
HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0344702449468165		0.5562053681610448		0.0709237385148258	
HUO9_BONE	0.5351462916275803		0.8254580604686108	0.2372567753166694	0.1942747691505629	0.6286119281174557
HUPT3_PANCREAS	0.5417565825735038	0.4753876448005156	0.8832893720561846	0.813769794411247	0.7681802655550928	0.938371464654615
HUPT4_PANCREAS	0.2036848560141139	0.3920633335584463	0.8680992681585905	0.4595062522442135	0.3107134225942775	0.6070198472221131
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.1465485795024091	0.174086590141869	0.8947557976739304		0.2584921251152714	
HUTU80_SMALL_INTESTINE	0.1460095825631262		0.7852711950117907	0.4664405673753511	0.0733366094676802	0.7685077086777181
IALM_LUNG	0.6346944957692453	0.7389016467673025	1.0388152522667355	0.7176378667119496	0.5639103975828164	0.8566991898657
IGR1_SKIN	0.5669541804104024	0.5450563830276035	0.9845017705416133	0.8732110911035879	0.5194737376874042	0.9275896525508632
IGR37_SKIN	0.1817347373024322	0.2713286478618137	1.0200462002262425	0.4764074115761568	0.3205146778437618	0.7974977856674157
IGR39_SKIN	0.5087576488681477	0.4794329595141925	0.9135582434139692		0.2647535478232546	
IGROV1_OVARY	0.5201293892281347	0.2511985124367007	0.7580348711192042	0.5901526525640196	0.5230095536403906	0.725019771541231
IHH4_THYROID	0.0617206158486055		0.7766392618943947	0.1976783163012321	0.0326794242628182	0.4982623460383181
IM95_STOMACH	0.4919508583850021	0.2347707554819197	1.0368653588215253	0.8451431894136423	0.6246886636650737	1.041548880128258
IMR32_AUTONOMIC_GANGLIA	0.0267538169489984	0.0553483510103395	0.0578126338790163		0.0323617012879681	
IMR5_AUTONOMIC_GANGLIA	0.1222896767424873		0.6155300734812479	0.2641818879909311	0.0306707292231775	0.3629620176035525
IPC298_SKIN	0.2783504003127379	0.6169585769130336	1.096892172416224		0.3807328477980047	0.8706995576757766
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	0.5967423262551772	0.2765372435436115	0.797217249786665		0.4966580647744772	
ISTMEL1_SKIN	0.2498030354484028		0.8955887038632953	0.6351568885666381	0.4235971312750866	0.7370392247863118
ISTMES1_PLEURA	0.607084099400136	0.4945332061959342	0.8687735761081133	0.5962915218704159	0.6861007018482078	0.8477777718994446
ISTSL1_LUNG	0.4527343719584283		0.9279894120193134		0.581924819955599	0.8816749729799268
J82_URINARY_TRACT	0.2089859362372378	0.1851066374946282	0.8269776828494774	0.5769467654095203	0.375472556874632	0.6410897546374511
JAR_PLACENTA	0.9081828528837078		1.132273473131851		0.8781709424942696	0.7170747295510526
JEG3_PLACENTA	0.4518016345368341		0.9554752393611704		0.3963148478905363	0.5847813714278509
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.07476748465105	0.0911753579385406	0.7321900406849343		0.3961929648553491	0.8777860687281358
JHH1_LIVER	0.6399438750418284	0.5377365589008217	0.9089326868969808	0.8677908100034544	0.7102384542090023	0.923678396084294
JHH2_LIVER	0.7091481007986404	0.4523197770744535	0.8556539920386733	0.7527390946625364	0.6764034338672897	0.8805072983002595
JHH5_LIVER	0.2840734828328132	0.2330979315402608	0.6631884653206264		0.333856532772078	
JHH6_LIVER	0.7414656498325553	1.1660368277010429	1.041837363439832	0.7719293908838487	0.9751206758258638	0.6964716415079613
JHH7_LIVER	0.4961141009480697		0.9437443830179488	0.9257620759440724	0.1863290303025467	0.7902442950975882
JHOC5_OVARY	0.1858814031856584	0.2628744735986867	0.8627112119544219		0.4216746840114809	
JHOM1_OVARY	1.131444988762488	0.5000325045130982	0.7349788780721411		0.7585990070492863	
JHOS3_OVARY			1.03337798843667			0.8268742397815737
JHOS4_OVARY	0.7581270759283886	0.2606764496800832	1.066587594048204		0.7432558861988622	0.7155824930107622
JHU011_UPPER_AERODIGESTIVE_TRACT	0.0968942645138977		0.815195175971636		0.1403186543204049	0.5341998177666316
JHU029_UPPER_AERODIGESTIVE_TRACT	0.3440759897615755		0.7931141169389426		0.219700174269793	0.4383632569536818
JHUEM1_ENDOMETRIUM	0.3578529609988182	0.3760917778308674	0.4656502833418335		0.6083309778443196	
JHUEM2_ENDOMETRIUM	0.1218035150805772	0.1233639234234873	0.1501861833319662		0.1175171254629683	
JHUEM3_ENDOMETRIUM	0.256431510651838	0.2384684183477879	0.619837762132864		0.3925224402249497	
JHUEM7_ENDOMETRIUM	0.4703106544137702	0.2498389929384573	0.702594920014267		0.2069696216740942	
JIMT1_BREAST	0.6470486366094842	0.4982036452435072	0.9135861777374912	0.8597560491527929	0.6821592989499533	0.8613556460805909
JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2004404794625408		0.8203255600002887	0.4754020462730691	0.2605320908255838	0.8467725599678759
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.453191609573079	0.538561801837352	0.8620671698403427	0.7679963555008773	0.5784826992312688	0.876873308226798
JL1_PLEURA	0.9360375465923212	0.80560238403458	0.8814632285635235		0.7651237434435486	
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0546445613765524	0.0466003944711869	0.704320797120187		0.0583376455018014	0.4844268899403776
JMSU1_URINARY_TRACT	0.2641651654595595	0.0904926727551359	0.4738574157224717		0.1400421512946469	
JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0987823768830555		0.7737370093689493	0.1916117586249554	0.216723455596832	0.624242297605344
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0327857238417454	0.0862746767858035	0.6852261454900637	0.2197643650299078	0.0943734768282168	0.6629840863535439
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.05548608565664	0.0573501917624578	0.4999643280146989	0.2182862707893018	0.2315998941433269	0.4789081165085854
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.5144493859817092	0.1332727191661712	0.5459146209927489	0.2060456675247859	0.5047264448844775	0.5934298768370755
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.3383498707816416	0.0669570684875186	0.5134703705651122	0.0968730971299937	0.5177046283989868	0.4115059210425867
K029AX_SKIN	0.4399624055274403	0.583910172843896	0.9071714729775228		0.7607657758416865	
K2_SKIN	0.5972551555202479		0.929287755377334		0.9129735468857936	0.7572181439891004
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.5895400225246719	0.2620566073482268	0.8592938181281218	0.7444477983514715	0.6382544545819488	0.863635990882573
K5_THYROID	0.5064920899784913		0.7567613405166778	0.637288471121714	0.6144829228221667	0.7036419948345213
KALS1_CENTRAL_NERVOUS_SYSTEM	0.579321283571495	0.5373237504358238	0.8354310543959075	0.8808768522428359	0.5786288518676335	0.8004743284147157
KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0242874721267417		0.7258954252172658	0.0883402305627666	0.0542169435601719	0.343469284861655
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.1774643724671118	0.0440416725902662	0.828438969402872	0.4695608292557569	0.3387663798637677	0.653487845358264
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.6918826229120708	0.4895212398206434	0.9681177010428204	1.0151073460914457	0.7028826443022256	0.9533847789375992
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.24637062501894	0.2096488707772393	0.7446262466770253	0.7293410294001196	0.2199603860864676	0.7699055361936592
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2218864547059554	0.1236485140758602	0.8206508480487801	0.609321226687897	0.3822724728992847	0.7380934537297784
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0270701202158627	0.0308036272699999	0.6972178919111784	0.1503069793540908	0.0306236964564112	0.4643115791316737
KE97_STOMACH	0.0191599473676091	0.0489765250427246	0.393619017227854		0.0678073372967884	
KELLY_AUTONOMIC_GANGLIA	0.2530964928628145	0.0799378046374351	0.7262698326790945	0.2719980186607305	0.3624681428476493	0.6737529993704661
KG1C_CENTRAL_NERVOUS_SYSTEM	0.8697071305191068	0.8548946968693665	0.6531371282805151		0.8456383010335318	
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2448906382580588		0.8326747153320918	0.44089142273281	0.5623340834095264	0.6661232701450883
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2017136482923725	0.1639044908299951	0.5418514638772496		0.122581411679073	
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.1463472856753235	0.2476436851696492	0.4123607674896914		0.1986723880090602	
KINGS1_CENTRAL_NERVOUS_SYSTEM	0.7942807115728873		0.9663708863616932	0.9379030314879258	0.8012589766416174	0.8442268302876401
KLE_ENDOMETRIUM	0.5281317803087657	0.3641125558323548	0.7879320375490846	0.8574144298907834	0.4472425761219559	0.9621720377867742
KM12_LARGE_INTESTINE	0.5993612100565586	0.1814354517777228	0.9550639621729088	0.6795334067291212	0.3727276717254441	0.9182108197844208
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2870678332310301	0.1128992482873953	0.7287771652427507	0.5184500379118014	0.169070934408482	0.7060670233818889
KMH2_THYROID	0.490300965237789		0.9202210997378646		0.2603020815831983	0.7742462852529777
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0.4666910677874759	0.762355018483888		0.8651312308878059	
KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.4725797732760576		0.9646271171580524	0.6509929299953762	0.4457718586103498	0.8270998456692108
KMRC1_KIDNEY	0.5248594646432316	0.5307265532218526	0.8858872906162881	0.7767101441645288	0.6752629439605653	0.899444728732907
KMRC20_KIDNEY	0.4716873190273857	0.4978401463286746	0.8392867737353328	0.5140534613831437	0.5958200639510116	0.6527857919771978
KMRC2_KIDNEY	0.83577980544865	0.7935057642411482	0.894064986282922		0.8804002890803074	
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.6232992701122887	0.1096631240101922	0.6561344407762651		0.2810112734317375	0.6834865309180667
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2637676508379042	0.3230887945317293	0.65594451833555		0.4311331280175034	
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0458771487469317	0.2379163772436478	0.3919598904633806		0.1041113764208472	
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0798540806723702	0.2183850124174255	0.5811567030344245		0.1113966857553482	
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0811040739848174	0.1106445935584952	0.6103631902290402		0.0747545753190991	
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE					0.2458443746843653	
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			0.2048868966068982		0.0486869222768985	
KNS81FD_CENTRAL_NERVOUS_SYSTEM	0.6674165364027054		0.9333875519963512		0.8238855060078625	0.8969169544819035
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0784198683293433	0.1238843401541205	0.5389503985119554		0.3153314505374093	
KON_UPPER_AERODIGESTIVE_TRACT	0.1125918937029159		0.8831701627694293		0.1332063147569279	0.7737785755370494
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.1351709625167453		0.5136098728369377	0.2139161342879706	0.3083697596678077	0.4382955690700268
KOSC2CL343_UPPER_AERODIGESTIVE_TRACT	0.4396236666636814		0.9967042840209296		0.4903237308853628	0.4308795057183857
KP2_PANCREAS	0.7468972343728426	0.9261852696553678	0.9198529644191548	0.9353293992202734	0.6519506837059887	0.9598253668958292
KP3_PANCREAS	0.6800426813772651	0.281144776979046	0.9091202156909718	0.9676398321104128	0.729745125962294	0.7720163080626152
KP4_PANCREAS	0.2064137594517805	0.136677830016568	0.8480447355406936	0.4631863472509242	0.1420486669298372	0.7484072147272638
